|27|일01|명||A|work/matter|*일*을 하다|to do work|무슨 *일*?|what matter?|잘된 *일*|a good thing
|28|이05|대||A|this (thing)|*이*게 뭐야?|what is this?|*이*를 어쩌나|what should I do|*이*쪽으로 오세요|come this way
|29|때문|의||A|because of|비 *때문에*|because of rain|너 *때문이다*|it's because of you|돈 *때문에*|due to money
|30|말하다|동||A|to speak|솔직히 *말하다*|to speak honestly|영어로 *말하다*|to speak in English|크게 *말해*|speak loudly
|31|오다01|동||A|to come|집에 *오다*|to come home|학교에 *왔어*|came to school|빨리 *오세요*|please come quickly
|32|알다|동||A|to know|이름을 *알다*|to know the name|잘 *알아요*|I know well|다 *알다*|to know everything
|33|씨07|의|氏|A|Mr./Ms.|철수 *씨*|Mr. Cheolsu|김 선생님 *씨*|Mr. Kim|그 *씨*|that person
|34|그렇다|형||A|to be so|*그럴* 수도 있다|it could be so|정말 *그래요*?|is it really so?|*그렇게* 하자|let's do that
|35|크다01|형||A|to be big|키가 *크다*|to be tall|소리가 *크다*|the sound is loud|집이 *커요*|the house is big
|36|또|부||A|again/also|*또* 만나요|see you again|*또* 시작이다|here we go again|*또* 다른 이유|yet another reason
|37|일07|의|하루|A|day|삼 *일* 동안|for three days|십 *일* 후|ten days later|며칠 *일*?|which day?
|38|많다|형||A|to be many/much|사람이 *많다*|many people|돈이 *많아요*|have much money|경험이 *많은*|with much experience
|39|안02|부|아니|A|not|*안* 먹어요|I don't eat|*안* 가요|I'm not going|*안* 좋아하다|to not like
|40|좋다01|형||A|to be good|날씨가 *좋다*|weather is good|기분이 *좋아*|to feel good|*좋은* 생각|good idea
|41|더01|부||A|more|*더* 주세요|please give me more|조금 *더*|a little more|*더* 높게|higher
|42|받다01|동|선물을 ~|A|to receive|선물을 *받다*|to receive a gift|칭찬을 *받다*|to be praised|전화를 *받다*|to answer the phone
|43|그것|대||A|that thing|*그것*은 비밀이다|that is a secret|*그것*을 보여줘|show me that|*그것* 참 좋네|that's really good
|44|집01|명||A|house/home|우리 *집*|my house|*집*에 가다|to go home|큰 *집*|big house
|45|나오다|동||A|to come out|밖으로 *나오다*|to come outside|결과가 *나왔다*|results came out|TV에 *나오다*|to appear on TV
|46|그리고|부||A|and|*그리고* 또|and also|빵 *그리고* 우유|bread and milk|*그리고* 나서|and then
|47|문제06|명|問題|A|problem/question|시험 *문제*|exam question|*문제*가 생기다|a problem arises|어려운 *문제*|difficult problem
|48|살다01|동||A|to live|서울에 *살다*|to live in Seoul|오래 *살다*|to live long|행복하게 *살다*|to live happily
|49|저03|대|일인칭 대명사|A|I (polite)|*저*는 학생입니다|I am a student|*제* 이름은|my name is|*저*도 가요|I am going too
|50|못하다|보||A|cannot|하지 *못하다*|to be unable to do|가지 *못했다*|couldn't go|말을 *못하다*|to be unable to speak
|51|생각하다|동||A|to think|깊이 *생각하다*|to think deeply|그렇게 *생각해요*|I think so|다시 *생각하다*|to think again
|52|모르다|동||A|to not know|잘 *모르다*|to not know well|아무것도 *모르다*|to know nothing|이유를 *모르겠어요*|I don't know the reason
|53|속01|명||A|inside|마음 *속*|inside one's heart|가방 *속*|inside the bag|물 *속*|underwater
|54|만들다|동||A|to make|음식을 *만들다*|to make food|친구를 *만들다*|to make friends|인형을 *만들었다*|made a doll
|55|두01|관||A|two|*두* 사람|two people|*두* 시간|two hours|*두* 명|two persons (count)
|56|앞|명||A|front|학교 *앞*|in front of school|*앞*으로 가다|to go forward|*앞* 모습|front view
|57|어떤|관||A|what kind of/which|*어떤* 사람?|what kind of person?|*어떤* 음식?|what kind of food?|*어떤* 것?|which one?
|58|잘02|부||A|well|*잘* 했어요|well done|*잘* 먹겠습니다|I will eat well|*잘* 자요|sleep well
|59|먹다02|동|밥을 ~|A|to eat|밥을 *먹다*|to eat rice/meal|많이 *먹어*|eat a lot|약도 *먹었다*|took medicine too
|60|오다01|보||A|to keep (doing)|해 *오다*|to have been doing|비가 *오다*|rain comes (raining)|다 *왔다*|we're almost there
|61|원01|의|화폐 단위|A|Won (currency)|천 *원*|one thousand won|백 *원*|one hundred won|오만 *원*|fifty thousand won
|62|생각01|명||A|thought|좋은 *생각*|good idea|*생각*이 나다|to remember|내 *생각*에는|in my opinion
|63|어떻다|형||A|to be how|기분이 *어때요*?|how do you feel?|맛이 *어떻다*|how the taste is|*어떻게* 가요?|how do I go?
|64|명03|의|名. 한 ~|A|person (counter)|세 *명*|three people|몇 *명*?|how many people?|한 *명*씩|one person at a time
|65|다시01|부||A|again|*다시* 말하다|to say again|*다시* 시도하다|to try again|*다시* 오다|to come back
|66|다른|관||A|other/different|*다른* 사람|other person|*다른* 길|another way|*다른* 것|something else
|67|여자02|명|女子|A|woman/female|젊은 *여자*|young woman|*여자* 친구|girlfriend|*여자* 옷|women's clothes
|68|개10|의|개|A|item (counter)|사과 세 *개*|three apples|한 *개* 더|one more item|몇 *개* 있어요?|how many items are there?
|69|뒤01|명||A|behind/back|건물 *뒤*|behind the building|*뒤*를 보다|to look back|삼 년 *뒤*|three years later
|70|듣다01|동|소리를 ~|A|to listen/hear|음악을 *듣다*|to listen to music|말을 *듣다*|to listen to advice|소리를 *들었다*|heard a sound
|71|다03|부||A|all/everything|*다* 했어요|did it all|*다* 먹다|to eat everything|*다* 왔다|arrived completely
|72|좀02|부|조금|A|a little|*좀* 비싸요|it's a little expensive|*좀* 도와주세요|please help a little|*좀* 쉬다|to rest a bit
|73|들다01|동|여관에 ~|A|to enter/join|마음에 *들다*|to like (enter heart)|잠이 *들다*|to fall asleep|보험에 *들다*|to get insurance
|74|싶다|보||A|to want to|가고 *싶다*|to want to go|보고 *싶어*|I miss you|먹고 *싶다*|to want to eat
|75|가지다|동||A|to have/take|가방을 *가지다*|to have a bag|용기를 *가지다*|to have courage|물건을 *가지러*|to go get things
|76|아이01|명||A|child/kid|어린 *아이*|young child|*아이*를 키우다|to raise a child|착한 *아이*|good child
|77|많이|부||A|a lot/much|*많이* 드세요|please eat a lot|*많이* 아파요?|does it hurt a lot?|사람이 *많이* 오다|many people come
|78|시간04|명|時間|A|time|*시간*이 없다|no time|점심 *시간*|lunch time|약속 *시간*|appointment time
|79|너01|대||A|you (informal)|*너*는 누구니?|who are you?|*너*의 이름|your name|*너*랑 나|you and I
|80|주다01|동||A|to give|물을 *주다*|to give water|돈을 *주다*|to give money|선물을 *주었다*|gave a gift
|81|이렇다|형||A|to be like this|*이렇게* 하세요|do it like this|상황이 *이렇다*|the situation is like this|정말 *이래요*|it's really like this
|82|어머니01|명||A|mother|우리 *어머니*|my mother|*어머니*의 손|mother's hand|친절한 *어머니*|kind mother
|83|눈01|명|신체의 일부|A|eye|*눈*이 크다|to have big eyes|*눈*을 감다|to close eyes|*눈*이 높다|to have high standards
|84|뭐|대||A|what|이게 *뭐*야?|what is this?|*뭐* 먹을래?|what do you want to eat?|*뭐*라고 했어?|what did you say?
|85|다음01|명||A|next|*다음* 시간|next time|*다음* 정거장|next stop|그 *다음*에|after that
|86|누구|대||A|who|*누구*세요?|who are you?|*누구*랑 갔어?|who did you go with?|*누구*의 책?|whose book?
|87|전08|명|前|A|before/ago|식사 *전*|before a meal|삼 년 *전*|three years ago|잠자기 *전*|before sleeping
|88|곳01|명||A|place|좋은 *곳*|good place|가고 싶은 *곳*|place I want to go|여러 *곳*|several places
|89|안01|명|집 ~|A|inside|집 *안*|inside the house|가방 *안*|inside the bag|건물 *안*|inside the building
|90|하나|수||A|one|사과 *하나*|one apple|*하나*만 주세요|give me only one|*하나*부터 열까지|from A to Z
|91|위01|명|~아래|A|above/top|책상 *위*|on the desk|머리 *위*|above the head|산 *위*|top of the mountain
|92|운동02|명|運動|A|exercise/sports|매일 *운동*|daily exercise|*운동*을 하다|to exercise|*운동* 선수|athlete
|93|퍼센트|의|percent|A|percent|백 *퍼센트*|one hundred percent|오십 *퍼센트*|fifty percent|몇 *퍼센트*?|what percent?
|94|학교|명|學校|A|school|*학교*에 가다|to go to school|우리 *학교*|our school|*학교* 생활|school life
|95|들다04|동|꽃을 ~|A|to hold/lift|손을 *들다*|to raise one's hand|가방을 *들다*|to carry a bag|고개를 *들다*|to lift one's head
|96|시작하다01|동|始作-|A|to start|공부를 *시작하다*|to start studying|수업이 *시작했다*|class started|이제 *시작하자*|let's start now
|97|바로02|부||A|immediately/rightly|*바로* 출발하다|to depart immediately|*바로* 그 사람|exactly that person|*바로* 잡다|to correct/fix
|98|어느01|관||A|which/some|*어느* 나라 사람?|person from which country?|*어느* 날|one day|*어느* 쪽이에요?|which way is it?
|99|그래서|부||A|so/therefore|*그래서* 늦었어요|so I was late|*그래서* 어쨌어?|so what happened?|비가 왔다. *그래서* 집에 있었다|It rained. So I stayed home.
|100|무엇|대||A|what|*무엇*을 할까?|what shall we do?|이름이 *무엇*입니까?|what is your name?|*무엇*보다 중요하다|it's more important than anything
|101|모든|관||A|all/every|*모든* 사람|every person|*모든* 준비|all preparations|*모든* 것이 좋다|everything is good
|102|번04|의|番|A|time/turn|한 *번* 더|one more time|여러 *번*|several times|첫 *번째*|the first time
|103|그거|대||A|that thing|*그거* 알아?|do you know that?|*그거* 주세요|please give me that|*그거* 참 예쁘다|that is really pretty
|104|돈01|명||A|money|*돈*을 벌다|to earn money|*돈*이 많다|to have much money|*돈*을 쓰다|to spend money
|105|그런데|부||A|but/by the way|*그런데* 말이야|but you see|*그런데* 누구세요?|but who are you?|맛있다. *그런데* 비싸다|It's delicious. But it's expensive.
|106|날01|명|어느 ~|A|day|좋은 *날*|a good day|쉬는 *날*|a day off|어느 *날* 갑자기|one day suddenly
|107|여기01|대||A|here|*여기* 앉으세요|sit here|*여기* 있어요|it's here|*여기*가 어디예요?|where is this place?
|108|모두01|부||A|all/everyone|*모두* 모이다|everyone gather|*모두* 끝났다|all finished|*모두* 얼마예요?|how much is it in total?
|109|친구02|명|親舊|A|friend|친한 *친구*|close friend|*친구*를 만나다|to meet a friend|남자 *친구*|boyfriend
|110|마음01|명||A|heart/mind|*마음*에 들다|to like something|*마음*이 아프다|to be heartbroken|*마음*을 먹다|to make up one's mind
|111|후08|명|後|A|after|식사 *후*|after a meal|한 시간 *후*|one hour later|퇴근 *후*에|after work
|112|가다01|보||A|to keep doing/progress|변해 *가다*|to keep changing|늙어 *가다*|to be getting older|해가 저물어 *간다*|the sun is setting
|113|놓다01|보||A|to do ahead/for later|열어 *놓다*|to leave open|준비해 *놓다*|to have prepared|써 *놓은* 글|a writing written in advance
|114|아버지|명||A|father|우리 *아버지*|my father|*아버지*를 닮다|to look like father|*아버지*의 함자|father's name
|115|남자02|명|男子|A|man/male|젊은 *남자*|young man|*남자*답다|to be manly|멋진 *남자*|cool guy
|116|어디01|대||A|where|*어디* 가요?|where are you going?|*어디*에 있어요?|where is it?|*어디* 보자|let's see
|117|몸01|명||A|body|*몸*이 약하다|to have a weak body|*몸*을 챙기다|to take care of one's health|*몸* 상태|body condition
|118|얼굴01|명||A|face|*얼굴*이 예쁘다|to have a pretty face|*얼굴*을 씻다|to wash one's face|모르는 *얼굴*|an unfamiliar face
|119|들어가다01|동||A|to enter|방에 *들어가다*|to enter the room|학교에 *들어갔다*|started school|안으로 *들어가세요*|please go inside
|120|왜02|부||A|why|*왜* 울어?|why are you crying?|*왜* 그랬어?|why did you do that?|이유가 *왜*?|what's the reason?
|121|말다03|보||A|to stop/not do|걱정하지 *마세요*|don't worry|가지 *말자*|let's not go|잊지 *말아줘*|please don't forget
|122|다르다01|형||A|to be different|성격이 *다르다*|to have different personalities|예전과 *다르다*|to be different from before|*다른* 점|different point
|123|물01|명|바닷~|A|water|*물*을 마시다|to drink water|*물*에 빠지다|to fall into water|시원한 *물*|cool water
|124|만나다|동||A|to meet|친구를 *만나다*|to meet a friend|우연히 *만났다*|met by chance|사람을 *만나다*|to meet people
|125|쓰다01|동|글씨를 ~|A|to write|이름을 *쓰다*|to write a name|편지를 *썼다*|wrote a letter|글씨를 *쓰다*|to write characters
|126|이것|대||A|this thing|*이것* 좀 봐|look at this|*이것*은 얼마예요?|how much is this?|*이것* 말고|not this one
|127|이번01|명|-番|A|this time|*이번* 주|this week|*이번* 시험|this exam|*이번* 기회|this opportunity
|128|길01|명|도로|A|road/path|*길*을 잃다|to get lost|*길*을 건너다|to cross the road|좁은 *길*|narrow path
|129|생활|명|生活|A|life/living|학교 *생활*|school life|*생활*비|living expenses|*생활*이 어렵다|life is difficult
|130|쓰다03|동|약을 ~|A|to use|컴퓨터를 *쓰다*|to use a computer|돈을 *쓰다*|to spend money|힘을 *쓰다*|to use strength
|131|지금03|명|只今|A|now/the present|*지금*부터|from now on|*지금* 이 순간|this moment now|*지금*까지|until now
|132|우리나라|명||A|our country (Korea)|*우리나라* 역사|our country's history|*우리나라* 사람|person of our country|*우리나라*를 사랑하다|to love our country
|133|앉다|동||A|to sit|의자에 *앉다*|to sit on a chair|자리에 *앉으세요*|please take a seat|옆에 *앉다*|to sit next to
|134|처음|명||A|first/beginning|*처음* 뵙겠습니다|pleased to meet you (first time)|*처음* 사랑|first love|*처음*부터 다시|again from the beginning
|135|손01|명|신체의 일부|A|hand|*손*을 씻다|to wash hands|*손*을 잡다|to hold hands|*손*이 크다|to be generous (big hand)
|136|몇|관||A|some/how many|*몇* 시예요?|what time is it?|*몇* 명?|how many people?|*몇* 일 뒤|a few days later
|137|그때|명||A|then/at that time|*그때* 그 사람|that person at that time|*그때*가 좋았다|those were the good days|*그때* 알았다|found out then
|138|찾다|동||A|to find/seek|길을 *찾다*|to find a way|친구를 *찾다*|to look for a friend|돈을 *찾다*|to withdraw money
|139|시10|의|時|A|o'clock/hour|한 *시*|one o'clock|몇 *시*예요?|what time is it?|두 *시* 삼십 분|2:30
|140|지금03|부|只今|A|now|*지금* 가요|I'm going now|*지금* 바로|right now|*지금* 뭐 해?|what are you doing now?
|141|나가다|동||A|to go out|밖으로 *나가다*|to go outside|대회에 *나가다*|to enter a contest|집을 *나갔다*|left home
|142|이야기|명||A|story/talk|재미있는 *이야기*|interesting story|*이야기*를 나누다|to have a talk|어릴 적 *이야기*|childhood story
|143|사다|동||A|to buy|책을 *사다*|to buy a book|물건을 *샀다*|bought an item|비싸게 *사다*|to buy at a high price
|144|아직01|부||A|yet/still|*아직* 안 왔다|hasn't come yet|*아직* 자요?|are you still sleeping?|*아직* 멀었다|still a long way to go
|145|잡다01|동||A|to catch/hold|기회를 *잡다*|to grab an opportunity|손을 *잡다*|to hold hands|도둑을 *잡다*|to catch a thief
|146|같이|부||A|together/like|나랑 *같이* 가|go together with me|*같이* 먹자|let's eat together|가족과 *같이*|like family
|147|선생님|명|先生-|A|teacher|한국어 *선생님*|Korean teacher|*선생님*의 말씀|teacher's words|김 *선생님*|Mr. Kim
|148|서다01|동||A|to stand|길에 *서다*|to stand on the street|줄을 *서다*|to stand in line|자리에 *서다*|to stand in one's place
|149|못04|부||A|cannot|*못* 가요|I can't go|*못* 먹다|to be unable to eat|*못* 하다|to be bad at
|150|읽다|동||A|to read|책을 *읽다*|to read a book|신문을 *읽었다*|read the newspaper|크게 *읽으세요*|read loudly
|151|물론01|부|勿論|A|of course|*물론*이지|of course it is|*물론* 가능하다|certainly possible|*물론* 알고 있다|know it of course
|152|동안01|명|시간의 길이|A|during/for|방학 *동안*|during vacation|며칠 *동안*|for several days|한 시간 *동안*|for an hour
|153|책01|명|冊|A|book|*책*을 읽다|to read a book|재미있는 *책*|interesting book|*책*을 빌리다|to borrow a book
|154|일어나다|동||A|to wake up/happen|아침에 *일어나다*|to wake up in the morning|사건이 *일어났다*|an incident happened|자리에서 *일어나다*|to stand up from a seat
|155|시장04|명|市場|A|market|*시장*에 가다|to go to the market|전통 *시장*|traditional market|*시장*에서 장보다|to shop at the market
|156|넣다|동||A|to put in|가방에 *넣다*|to put in a bag|설탕을 *넣다*|to add sugar|주머니에 *넣었다*|put in a pocket
|157|중요하다02|형|重要-|A|to be important|*중요한* 약속|important appointment|가장 *중요하다*|to be most important|건강이 *중요해*|health is important
|158|무슨|관||A|what/what kind of|*무슨* 일이야?|what's the matter?|*무슨* 색?|what color?|*무슨* 뜻이에요?|what does it mean?
|159|어렵다|형||A|to be difficult|시험이 *어렵다*|the exam is hard|*어려운* 문제|difficult problem|생활이 *어렵다*|life is tough
|160|힘01|명||A|strength/power|*힘*이 세다|to be strong|*힘*을 내다|to cheer up/gain strength|*힘*이 없다|to have no energy
|161|너무01|부||A|too/so much|*너무* 비싸요|it's too expensive|*너무* 좋다|it's so good|*너무* 많이 먹다|to eat too much
|162|나라01|명||A|country|우리 *나라*|our country|외국 *나라*|foreign country|*나라*를 지키다|to protect the country
|163|부르다01|동|이름을 ~|A|to call/sing|이름을 *부르다*|to call a name|노래를 *부르다*|to sing a song|택시를 *부르자*|let's call a taxi
|164|자리01|명|~가 없다|A|seat/spot|빈 *자리*|empty seat|*자리*에 앉다|to sit in a seat|*자리*가 없다|no seats available
|165|죽다01|동|굶어 ~|A|to die|갑자기 *죽다*|to die suddenly|배고파 *죽겠다*|I'm starving to death|*죽은* 사람|dead person
|166|쪽05|의|방향|A|side/direction|오른 *쪽*|right side|어느 *쪽*?|which side?|반대 *쪽*|opposite side
|167|얘기|명|이야기|A|talk/story|*얘기*를 듣다|to listen to a story|어제 한 *얘기*|the talk we had yesterday|재미있는 *얘기*|funny story
|168|학생|명|學生|A|student|초등 *학생*|elementary student|*학생*증|student ID|공부하는 *학생*|student who studies
|169|엄마|명||A|mom|우리 *엄마*|my mom|*엄마* 보고 싶어|I miss mom|*엄마* 손|mom's hand
|170|이름|명||A|name|내 *이름*|my name|*이름*을 적다|to write down a name|*이름*이 뭐예요?|what is your name?
|171|하나|명||A|one (thing)|그중 *하나*|one of them|*하나*뿐인|the only one|*하나*가 되다|to become one
|172|쉽다|형||A|to be easy|문제가 *쉽다*|the question is easy|*쉬운* 길|easy path|*쉽게* 설명하다|to explain easily
|173|필요하다|형|必要-|A|to be necessary|돈이 *필요하다*|to need money|*필요한* 물건|necessary item|도움이 *필요해*|I need help
|174|생기다|동||A|to occur/look like|일이 *생기다*|something happened|잘 *생겼다*|to be handsome|돈이 *생겼어*|got some money
|175|사용하다03|동|使用-|A|to use|방을 *사용하다*|to use a room|*사용하는* 방법|how to use|카드를 *사용하다*|to use a card
|176|남편01|명|男便|A|husband|친구의 *남편*|friend's husband|*남편*과 아내|husband and wife|내 *남편*|my husband
|177|들어오다|동||A|to come in|집에 *들어오다*|to come home|안으로 *들어오세요*|please come inside|돈이 *들어오다*|money comes in
|178|밖|명||A|outside|문 *밖*|outside the door|*밖*으로 나가다|to go outside|*밖*에 비 와요|it's raining outside
|179|작다01|형||A|to be small|소리가 *작다*|sound is small|*작은* 방|small room|키가 *작아요*|to be short (height)
|180|타다02|동|버스에 ~|A|to ride|버스를 *타다*|to ride a bus|자전거를 *타다*|to ride a bicycle|지하철을 *탔다*|took the subway
|181|대학01|명|大學|A|university|*대학*에 가다|to go to university|*대학*생|university student|*대학* 졸업|university graduation
|182|가운데|명||A|middle/center|방 *가운데*|middle of the room|셋 *가운데*|among the three|*가운데* 손가락|middle finger
|183|보내다|동||A|to send/spend|편지를 *보내다*|to send a letter|시간을 *보내다*|to spend time|택배를 *보냈다*|sent a parcel
|184|아주01|부||A|very/completely|*아주* 많다|very many|*아주* 멀다|very far|*아주* 가 버렸다|gone for good
|185|밤01|명|어두운 때|A|night|늦은 *밤*|late night|어제 *밤*|last night|*밤*을 새우다|to stay up all night
|186|높다|형||A|to be high/tall|산이 *높다*|mountain is high|점수가 *높다*|score is high|목소리가 *높아요*|voice is loud/high
|187|컴퓨터|명|computer|A|computer|*컴퓨터*를 켜다|to turn on the computer|*컴퓨터* 게임|computer game|*컴퓨터*로 일하다|to work with a computer
|188|먼저|부||A|firstly/ahead|*먼저* 가세요|please go ahead|*먼저* 시작하다|to start first|무엇보다 *먼저*|before anything else
|189|다니다|동||A|to attend/go around|학교에 *다니다*|to attend school|회사를 *다니고* 있어요|I am working at a company|여기저기 *다니다*|to go here and there
|190|얼마나|부||A|how much/many|*얼마나* 기다렸어요?|how long did you wait?|값이 *얼마나* 해요?|how much is the price?|*얼마나* 예쁜지 몰라요|you don't know how pretty it is
|191|열다02|동|문을 ~|A|to open|문을 *열다*|to open the door|창문을 *열어* 줘|open the window for me|마음을 *열다*|to open one's heart
|192|머리01|명||A|head/hair|*머리*가 아프다|to have a headache|*머리*를 자르다|to get a haircut|*머리*가 좋다|to be smart
|193|거기01|대||A|there|*거기* 누구 없어요?|is anyone there?|*거기* 앉으세요|sit there|*거기*가 어디예요?|where is that place?
|194|아들|명||A|son|하나뿐인 *아들*|only son|*아들*을 낳다|to give birth to a son|착한 *아들*|good son
|195|아02|감||A|oh/ah|*아*, 그렇군요|oh, I see|*아*, 깜빡했다|ah, I forgot|*아*, 다행이다|oh, what a relief
|196|기다리다|동||A|to wait|친구를 *기다리다*|to wait for a friend|조금만 *기다려*|wait just a bit|오래 *기다렸어요*|I waited a long time
|197|분08|의|10시 20~|A|minute|십 *분* 뒤|ten minutes later|오 *분*만 더|just five more minutes|이십 *분* 걸려요|it takes 20 minutes
|198|곧01|부||A|soon/shortly|*곧* 도착해요|arriving soon|*곧* 시작합니다|starting shortly|*곧* 돌아올게|I'll be back soon
|199|오늘|명||A|today|*오늘* 날씨|today's weather|*오늘*은 여기까지|that's it for today|*오늘*이 생일이에요|today is the birthday
|200|이거01|대||A|this (thing)|*이거* 얼마예요?|how much is this?|*이거* 먹어 봐|try eating this|*이거* 진짜 좋아|this is really good
|201|방07|명|房|A|room|내 *방*|my room|*방*을 치우다|to clean the room|빈 *방*|empty room
|202|아침|명||A|morning/breakfast|*아침* 일찍|early morning|*아침*을 먹다|to eat breakfast|내일 *아침*|tomorrow morning
|203|웃다|동||A|to laugh/smile|환하게 *웃다*|to smile brightly|보고 *웃었다*|saw and laughed|소리 내어 *웃다*|to laugh out loud
|204|그래01|감||A|yes/okay (informal)|*그래*, 알았어|okay, I got it|*그래*서?|and so?|*그래*도 좋아|it's still good
|205|아름답다|형||A|to be beautiful|*아름다운* 풍경|beautiful scenery|목소리가 *아름답다*|voice is beautiful|마음이 *아름다워요*|the heart is beautiful
|206|끝01|명||A|end/finish|*끝*까지 하다|to do until the end|이제 *끝*이다|it's the end now|*끝*이 보이다|the end is in sight
|207|입|명||A|mouth|*입*을 벌리다|to open one's mouth|*입*이 무겁다|to be good at keeping secrets|*입*을 다물다|to shut one's mouth
|208|뭐|감||A|what (exclamation)|*뭐*? 정말이야?|what? is it real?|*뭐*라고?|pardon? (what did you say?)|*뭐* 할 수 없지|well, nothing can be done
|209|영화01|명|映畵|A|movie/film|*영화*를 보다|to watch a movie|공포 *영화*|horror movie|재미있는 *영화*|interesting movie
|210|필요|명|비요|A|need/necessity|*필요*가 없다|there is no need|도움이 *필요*하다|to need help|*필요*한 물건|necessary items
|211|하늘01|명||A|sky|파란 *하늘*|blue sky|*하늘*을 날다|to fly in the sky|*하늘*나라|heaven
|212|정말01|부|正-|A|really/truly|*정말* 맛있어|it's really delicious|*정말* 고마워요|thank you truly|*정말*입니까?|is it for real?
|213|밥01|명|~을 먹다|A|rice/meal|*밥* 먹었어?|did you eat?|*밥*을 짓다|to cook rice|따뜻한 *밥*|warm meal
|214|입다01|동|옷을 ~|A|to wear/put on|코트를 *입다*|to wear a coat|따뜻하게 *입어*|dress warmly|새 옷을 *입었다*|put on new clothes
|215|네03|감||A|yes (polite)|*네*, 맞아요|yes, that's right|*네*, 알겠습니다|yes, I understand|*네*? 뭐라고요?|yes? what did you say?
|216|그림01|명||A|picture/painting|*그림*을 그리다|to draw a picture|예쁜 *그림*|pretty painting|*그림* 같은 집|house like a picture
|217|마시다|동||A|to drink|물을 *마시다*|to drink water|차 한 잔 *마셔요*|let's drink a cup of tea|술을 *마시다*|to drink alcohol
|218|치다02|동|얼굴을 ~|A|to hit/play|피아노를 *치다*|to play the piano|박수를 *치다*|to clap|공을 *치다*|to hit a ball
|219|혼자01|명||A|alone|*혼자* 살다|to live alone|*혼자*서 가다|to go by oneself|나 *혼자*|me alone
|220|나가다|보||A|to continue/go out|버텨 *나가다*|to hold out|살아 *나가다*|to go on living|이겨 *나갑시다*|let's overcome (and move forward)
|221|술01|명|~을 먹다|A|alcohol/liquor|*술*을 마시다|to drink alcohol|*술*에 취하다|to get drunk|*술*자리|drinking gathering
|222|사랑01|명||A|love|*사랑*에 빠지다|to fall in love|영원한 *사랑*|eternal love|*사랑*을 고백하다|to confess one's love
|223|전화07|명|電話|A|telephone/call|*전화*를 걸다|to make a call|*전화*를 받다|to answer the phone|휴대 *전화*|mobile phone
|224|끝나다|동||A|to end/finish|수업이 *끝나다*|class ends|드디어 *끝났다*|finally finished|*끝나고* 보자|see you after it ends
|225|아빠|명||A|dad|우리 *아빠*|my dad|*아빠* 보고 싶어|I miss dad|*아빠* 힘내세요|cheer up dad
