77|2181|쇠고기|명||A|beef|*쇠고기*를 굽다|to grill beef|*쇠고기* 국|beef soup|*쇠고기* 스테이크|beef steak||||||
78|2329|경찰관|명|警察官|A|police officer|*경찰관*이 되다|to become a police officer|*경찰관* 아저씨|policeman|*경찰관*에게 신고하다|to report to a police officer||||||
79|2434|군인|명|軍人|A|soldier|*군인*이 되다|to become a soldier|늠름한 *군인*|gallant soldier|*군인* 아저씨|soldier mister||||||
80|2457|치마01|명||A|skirt|*치마*를 입다|to wear a skirt|짧은 *치마*|short skirt|긴 *치마*|long skirt||||||
81|2465|깎다|동||A|to cut / to peel / to discount|사과를 *깎다*|to peel an apple|머리를 *깎다*|to cut hair|값을 *깎다*|to cut the price||||||
82|2466|다리02|명|교량|A|bridge|*다리*를 건너다|to cross a bridge|큰 *다리*|big bridge|한강 *다리*|Han River bridge||||||
83|2534|운동장|명|運動場|A|playground|*운동장*에서 놀다|to play on the playground|넓은 *운동장*|wide playground|학교 *운동장*|school playground||||||
84|2569|동쪽|명|東-|A|east|*동쪽* 하늘|eastern sky|*동쪽*으로 가다|to go east|해 뜨는 *동쪽*|east where the sun rises||||||
85|2603|요즈음|명||A|these days|*요즈음* 날씨|the weather these days|*요즈음* 어때?|how are you these days?|*요즈음* 바빠요|I am busy lately||||||
86|2659|안경03|명|眼鏡|A|glasses|*안경*을 쓰다|to wear glasses|*안경*을 맞추다|to get glasses made|*안경*을 벗다|to take off glasses||||||
87|2705|구경01|명||A|sightseeing|꽃 *구경*|flower viewing|*구경*을 가다|to go sightseeing|사람 *구경*|people watching||||||
88|2803|생선|명|生鮮|A|fish|*생선*을 굽다|to grill fish|*생선* 찌개|fish stew|신선한 *생선*|fresh fish||||||
89|2812|지우다01|동|낙서를 ~|A|to erase|글씨를 *지우다*|to erase writing|화장을 *지우다*|to remove makeup|칠판을 *지웠다*|erased the blackboard||||||
90|2887|교과서|명|敎科書|A|textbook|수학 *교과서*|math textbook|*교과서*를 읽다|to read a textbook|*교과서* 위주로|based on textbooks||||||
91|2932|식탁|명|食卓|A|dining table|*식탁*을 차리다|to set the table|*식탁*에 앉다|to sit at the table|나무 *식탁*|wooden dining table||||||
92|2970|안되다01|동|공부가 ~|A|to not work out|일이 *안되다*|work is not going well|공부가 잘 *안된다*|studies aren't going well|얼굴이 *안됐네*|you look unwell||||||
93|3152|서쪽|명|西-|A|west|*서쪽* 바다|western sea|*서쪽*으로 지다|to set in the west|*서쪽* 하늘|western sky||||||
94|3287|여학생|명|女學生|A|female student|고등학교 *여학생*|high school girl|친절한 *여학생*|kind female student|*여학생* 교복|female student uniform||||||
95|3703|연필|명|鉛筆|A|pencil|*연필*로 쓰다|to write with a pencil|*연필*을 깎다|to sharpen a pencil|진한 *연필*|dark pencil||||||
96|3707|운전02|명|運轉|A|driving|음주 *운전*|drunk driving|*운전* 면허증|driver's license|*운전*을 배우다|to learn driving||||||
97|3808|목욕|명|沐浴|A|bath|*목욕*을 하다|to take a bath|*목욕* 가방|bath bag|매일 *목욕*해요|taking a bath every day||||||
98|3894|친절하다|형|親切-|A|to be kind|사람들이 *친절하다*|people are kind|*친절한* 안내|kind guidance|*친절하게* 대하다|to treat kindly||||||
99|3924|먹다02|보|잊어 ~|A|to do (auxiliary)|잊어 *먹다*|to completely forget|빌려 *먹다*|to borrow (and consume)|욕을 얻어 *먹다*|to be cursed at||||||
100|4142|여권02|명|旅券|A|passport|*여권*을 만들다|to make a passport|*여권* 사진|passport photo|*여권* 만료|passport expiration||||||
101|4143|열쇠|명||A|key|방 *열쇠*|room key|*열쇠*로 열다|to open with a key|차 *열쇠*|car key||||||
102|4776|기숙사|명|寄宿舍|A|dormitory|학교 *기숙사*|school dorm|*기숙사* 생활|dorm life|*기숙사*에 살다|to live in a dorm||||||
103|4836|주소01|명|住所|A|address|집 *주소*|home address|*주소*를 쓰다|to write an address|*주소*가 바뀌다|the address has changed||||||
104|5088|달력|명|-曆|A|calendar|*달력*을 보다|to look at a calendar|탁상 *달력*|desk calendar|새해 *달력*|new year calendar||||||
105|5121|소풍02|명|逍風|A|picnic|가을 *소풍*|autumn picnic|*소풍*을 가다|to go on a picnic|*소풍* 도시락|picnic lunch box||||||
106|5201|똑바로|부||A|straight|*똑바로* 앉다|to sit up straight|*똑바로* 가다|to go straight|*똑바로* 서다|to stand straight||||||
107|5229|서점03|명|書店|A|bookstore|중고 *서점*|used bookstore|*서점*에서 살다|to live at the bookstore|대형 *서점*|large bookstore||||||
108|5452|경치02|명|景致|A|scenery|*경치*가 좋다|the scenery is good|아름다운 *경치*|beautiful scenery|*경치*를 구경하다|to see the sights||||||
109|5791|우체국|명|郵遞局|A|post office|*우체국*에 가다|to go to the post office|근처 *우체국*|nearby post office|*우체국* 택배|post office parcel service||||||
110|5883|대사관|명|大使館|A|embassy|한국 *대사관*|Korean Embassy|*대사관*에 가다|to go to the embassy|미국 *대사관*|US Embassy||||||
111|5966|정류장|명|停留場|A|bus stop|버스 *정류장*|bus stop|*정류장*에서 기다리다|to wait at the stop|다음 *정류장*|next stop||||||
112|6108|오래간만|명||A|long time|*오래간만*에 만나다|to meet after a long time|*오래간만*의 인사|greeting after a long time|*오래간만*이라 반갑다|glad because it's been a long time||||||
113|6878|잡수시다|동||A|to eat (honorific)|맛있게 *잡수시다*|to eat deliciously|많이 *잡수세요*|please eat a lot|저녁을 *잡수셨어요*?|have you eaten dinner?||||||
114|7129|초대06|명|招待|A|invitation|*초대*를 받다|to receive an invitation|생일 *초대*|birthday invitation|*초대*에 감사하다|to thank for the invitation||||||
115|7270|사전22|명|辭典|A|dictionary|전자 *사전*|electronic dictionary|*사전*을 찾다|to look up in a dictionary|국어 *사전*|Korean dictionary||||||
116|7649|치약|명|齒藥|A|toothpaste|*치약*을 짜다|to squeeze toothpaste|매운 *치약*|spicy toothpaste|*치약*과 칫솔|toothpaste and toothbrush||||||
117|8329|노란색|명|-色|A|yellow|*노란색* 옷|yellow clothes|*노란색* 꽃|yellow flower|*노란색*으로 칠하다|to paint in yellow||||||
118|8589|칫솔|명|齒-|A|toothbrush|*칫솔*을 바꾸다|to change a toothbrush|부드러운 *칫솔*|soft toothbrush|*칫솔*에 치약을 짜다|to squeeze toothpaste onto a toothbrush||||||
119|8672|공중전화|명|公衆電話|A|public phone|*공중전화* 박스|public phone booth|*공중전화*를 걸다|to make a call from a public phone|추억의 *공중전화*|nostalgic public phone||||||
120|8809|세탁기|명|洗濯機|A|washing machine|*세탁기*를 돌리다|to run the washing machine|드럼 *세탁기*|drum-style washing machine|*세탁기*가 고장 나다|the washing machine is broken||||||
121|9466|공휴일|명|公休日|A|public holiday|법정 *공휴일*|statutory holiday|*공휴일*은 쉽니다|closed on public holidays|내일은 *공휴일*이다|tomorrow is a public holiday||||||
122|9548|마흔|수||A|forty|나이 *마흔*|forty years old|*마흔* 명의 학생|forty students|*마흔* 살|forty years old||||||
123|10274|청바지|명|靑-|A|jeans|*청바지*를 입다|to wear jeans|낡은 *청바지*|worn-out jeans|편한 *청바지*|comfortable jeans||||||
124|10833|칠판|명|漆板|A|blackboard|*칠판*을 닦다|to erase the blackboard|*칠판*에 쓰다|to write on the blackboard|*칠판*을 보다|to look at the blackboard||||||
125|11421|지우개|명||A|eraser|*지우개*로 지우다|to erase with an eraser|부드러운 *지우개*|soft eraser|*지우개* 똥|eraser crumbs||||||
126|12580|서른|수||A|thirty|*서른* 살|thirty years old|나이 *서른*|the age of thirty|*서른* 명|thirty people||||||
127|12818|장미05|명|薔薇|A|rose|빨간 *장미*|red rose|*장미* 한 송이|a single rose|*장미* 꽃다발|bouquet of roses||||||
128|12965|파란색|명|-색|A|blue color|*파란색* 바다|blue sea|*파란색* 셔츠|blue shirt|*파란색*으로 그리다|to draw in blue||||||
129|13584|여든|수||A|eighty|나이 *여든*|eighty years old|*여든* 살|eighty years old|*여든* 명|eighty people||||||
130|13695|일흔|수||A|seventy|나이 *일흔*|seventy years old|*일흔* 살|seventy years old|*일흔* 명|seventy people||||||
131|20886|사탕02|명|沙糖|A|candy|달콤한 *사탕*|sweet candy|*사탕*을 먹다|to eat candy|*사탕* 한 봉지|a bag of candy||||||
132|21340|예순|수||A|sixty|나이 *예순*|sixty years old|*예순* 살|sixty years old|*예순* 명|sixty people||||||
133|27846|쉰|수||A|fifty|나이 *쉰*|fifty years old|*쉰* 살|fifty years old|*쉰* 명|fifty people||||||
134|49265|아흔|수||A|ninety|*아흔* 살|ninety years old|*아흔* 명|ninety people|나이 *아흔*|ninety years of age||||||
135||경복궁|고|景福宮|A|Gyeongbokgung Palace|*경복궁* 나들이|outing to Gyeongbokgung|*경복궁*에 가다|to go to Gyeongbokgung|*경복궁* 근정전|Geunjeongjeon of Gyeongbokgung||||||
136||설악산|고|雪嶽山|A|Seoraksan Mountain|*설악산* 등산|climbing Seoraksan|가을 *설악산*|Seoraksan in autumn|*설악산* 국립공원|Seoraksan National Park||||||
137|24|대하다02|동|對-|B|to treat / to face|사람을 *대하다*|to treat a person|문제를 *대하는* 태도|attitude toward a problem|나를 따뜻하게 *대하다*|to treat me warmly||||||
138|42|사회07|명|社會|B|society|한국 *사회*|Korean society|*사회* 문제|social issues|*사회*에 나가다|to go out into society||||||
139|65|경우03|명|境遇|B|case / situation|비가 올 *경우*|in case of rain|그런 *경우*가 많다|there are many such cases|이런 *경우*에는|in this case||||||
140|72|자신01|명|自身|B|oneself|*자신*이 없다|to lack confidence|*자신*을 믿다|to believe in oneself|*자신*의 일|one's own work||||||
141|73|문화01|명|文化|B|culture|전통 *문화*|traditional culture|*문화* 차이|cultural difference|*문화* 생활|cultural life||||||
142|78|통하다|동|通-|B|to communicate / to pass|말이 *통하다*|to understand each other|공기가 *통하다*|to be well-ventilated|영어로 *통했다*|communicated in English||||||
143|86|정도11|명|程度|B|degree / about|어느 *정도*|to some degree|한 달 *정도*|about a month|심할 *정도*로|to an extreme degree||||||
144|110|의하다01|동|依-|B|to be due to / based on|법에 *의하다*|to be according to the law|소문에 *의하면*|according to rumors|조사에 *의한* 결과|results based on the survey||||||
145|111|시대02|명|時代|B|era / age|조선 *시대*|Joseon dynasty era|평화로운 *시대*|a peaceful era|*시대*가 변하다|the times are changing||||||
146|113|이러하다|형||B|to be like this|사정이 *이러하다*|the situation is like this|*이러한* 이유로|for this reason|세상은 *이러해요*|the world is like this||||||
147|126|자기04|대|自己|B|oneself|*자기* 소개|self-introduction|*자기* 주도|self-directed|*자기*밖에 모르다|to care only for oneself||||||
148|128|대통령|명|大統領|B|president|*대통령* 선거|presidential election|한국 *대통령*|South Korean president|*대통령*이 되다|to become president||||||
149|129|가지04|의|한 ~|B|kind / sort / type|여러 *가지*|various kinds|한 *가지* 일|one type of work|세 *가지* 색|three kinds of colors||||||
150|141|국가01|명|國家|B|nation / state|*국가* 안보|national security|선진 *국가*|developed nation|*국가* 대표|national representative||||||
151|146|여성01|명|女性|B|woman / female|*여성*복 매장|women's clothing store|현대 *여성*|modern woman|*여성*의 권리|women's rights||||||
152|152|관계05|명|關係|B|relationship / connection|인간 *관계*|human relations|상관 *관계*|correlation|*관계*가 깊다|to be deeply related||||||
153|160|나타나다|동||B|to appear / to emerge|효과가 *나타나다*|for effects to show|앞에 *나타나다*|to appear in front|증상이 *나타났다*|symptoms appeared||||||
154|162|지역03|명|地域|B|region / area|서울 *지역*|Seoul area|낙후된 *지역*|underdeveloped region|특수 *지역*|special area||||||
155|164|모습01|명||B|appearance / figure|옛 *모습*|old appearance|웃는 *모습*|the way (one) looks when laughing|*모습*을 드러내다|to reveal oneself||||||
156|177|뿐01|의||B|only / just|너*뿐*이야|it's only you|그*뿐*만 아니라|not only that|소문일 *뿐*이다|it's just a rumor||||||
157|198|교육|명|敎育|B|education|의무 *교육*|compulsory education|*교육* 제도|education system|아이를 *교육하다*|to educate a child||||||
158|200|경제04|명|經濟|B|economy|*경제* 성장|economic growth|가정 *경제*|household economy|*경제*가 어렵다|the economy is struggling||||||
159|211|결과02|명|結果|B|result / outcome|시험 *결과*|exam results|노력의 *결과*|result of effort|*결과*를 기다리다|to wait for the result||||||
160|230|밝히다|동||B|to reveal / to light up|사실을 *밝히다*|to reveal the truth|방을 환하게 *밝히다*|to light up a room|입장을 *밝혔다*|revealed one's position||||||
161|234|정치03|명|政治|B|politics|*정치* 경제|politics and economy|*정치*에 참여하다|to participate in politics|*정치*가 혼란스럽다|politics are chaotic||||||
162|235|국민|명|國民|B|citizen / the people|대한민국 *국민*|Korean citizen|*국민*의 의무|duty of the citizens|전 *국민*의 관심|interest of the whole nation||||||
163|239|연구03|명|硏究|B|research / study|학술 *연구*|academic research|*연구*를 진행하다|to conduct research|*연구* 결과|research results||||||
164|247|짓다01|동||B|to build / to make|집을 *짓다*|to build a house|미소를 *짓다*|to make a smile|밥을 *지었다*|made rice||||||
165|248|또한|부||B|also / furthermore|*또한* 기쁜 소식|also good news|가난하고 *또한* 아프다|to be poor and also sick|편리하며 *또한* 빠르다|convenient and also fast||||||
166|250|또는|부||B|or|연필 *또는* 볼펜|pencil or ballpoint pen|월요일 *또는* 화요일|Monday or Tuesday|사랑 *또는* 우정|love or friendship||||||
167|258|세상01|명|世上|B|world / society|*세상* 밖으로|out into the world|*세상*에 이런 일이|how can this happen in the world|힘든 *세상*|a difficult world||||||
168|267|즉01|부|卽|B|in other words / namely|일주일| *즉* 칠일|one week| namely seven days|*즉* 말하자면|in other words|*즉* 다시 말해|that is to say||||
169|272|문학01|명|文學|B|literature|한국 *문학*|Korean literature|*문학* 소녀|literary girl|현대 *문학*|modern literature||||||
170|275|지방05|명|地方|B|region / countryside|*지방* 자치|local autonomy|*지방*으로 내려가다|to go down to the provinces|강원도 *지방*|Gangwon-do region||||||
171|281|환경02|명|環境|B|environment|자연 *환경*|natural environment|*환경* 보호|environmental protection|주거 *환경*|living environment||||||
172|286|자체02|명|自體|B|itself|문제 *자체*|the problem itself|*자체* 제작|produced in-house|그 *자체*로 아름답다|beautiful in itself||||||
173|294|변화|명|變化|B|change|심경의 *변화*|change of heart|*변화*를 시도하다|to try a change|날씨의 *변화*|change in weather||||||
174|301|관하다02|동|關-|B|to concern / related to|정치에 *관한* 책|book about politics|사건에 *관하여*|regarding the case|이에 *관해* 말하다|to speak about this||||||
175|304|나누다|동||B|to divide / to share|음식을 *나누다*|to share food|대화를 *나누었다*|exchanged conversation|반으로 *나누다*|to divide in half||||||
176|308|중심01|명|中心|B|center / core|마을 *중심*|village center|*중심* 인물|central figure|*중심*을 잡다|to find one's balance||||||
177|309|활동02|명|活動|B|activity|봉사 *활동*|volunteer activity|*활동*이 왕성하다|to be very active|경제 *활동*|economic activity||||||
178|312|관심01|명|關心|B|interest|*관심*을 끌다|to attract interest|*관심*이 없다|to have no interest|많은 *관심* 부탁드려요|please give us much interest||||||
179|313|역시01|부|亦是|B|as expected / also|*역시* 최고다|as expected| (it's) the best|너 *역시* 마찬가지야|you too are the same|*역시* 어렵네|it's difficult as expected|||||
180|315|애02|명|아이|B|kid / child|*애*가 울다|a kid is crying|우리 *애*|my kid|*애*를 키우다|to raise a child||||||
181|316|광고02|명|廣告|B|advertisement|TV *광고*|TV commercial|*광고*를 내다|to place an ad|과장 *광고*|exaggerated advertising||||||
182|317|나다01|보||B|to end up (aux)|죽고 *나다*|to have died|끝나고 *나서*|after it's over|다 먹고 *나면*|once I finish eating||||||
183|319|정신12|명|精神|B|spirit / mind|*정신* 건강|mental health|*정신*을 차리다|to collect one's senses|시대 *정신*|spirit of the times||||||
184|320|이르다01|동|도착하다|B|to reach / to arrive|정상에 *이르다*|to reach the summit|결론에 *이르렀다*|reached a conclusion|목적지에 *이르다*|to arrive at a destination||||||
185|322|이루다01|동||B|to achieve / to form|꿈을 *이루다*|to achieve a dream|가족을 *이루다*|to start a family|성공을 *이루었다*|achieved success||||||
186|326|두다01|보||B|to do (aux)|먹어 *두다*|to eat beforehand|알아 *두세요*|please keep in mind|적어 *두다*|to write down for later||||||
187|328|기술01|명|技術|B|technology / skill|과학 *기술*|science and technology|운전 *기술*|driving skill|*기술*을 배우다|to learn a technique||||||
188|329|전체01|명|全體|B|whole / entire|학급 *전체*|the whole class|*전체* 회의|full meeting|*전체*적인 분위기|overall atmosphere||||||
189|331|얻다01|동||B|to get / to gain|정보를 *얻다*|to get information|용기를 *얻었다*|gained courage|허락을 *얻다*|to get permission||||||
190|334|민족|명|民族|B|ethnic group / nation|한*민족*|the Korean people|*민족* 예술|folk art|*민족* 대이동|mass migration of the nation||||||
191|335|간10|의|間. 서울과 부산 ~|B|between / during|부부 *간*|between husband and wife|장기간 *간*|for a long period|서울과 부산 *간*|between Seoul and Busan||||||
192|336|조사30|명|調査|B|investigation / survey|실태 *조사*|investigation of the actual state|*조사*를 받다|to be under investigation|만족도 *조사*|satisfaction survey||||||
