51|1116|사장15|명|社長|A|boss/president|우리 회사의 *사장*|our company's president|*사장*님을 뵙다|to see the boss|*사장*실|CEO's office|audio/row51_chunk1.wav|audio/row51_chunk2.wav|audio/row51_chunk3.wav
52|1120|그렇지만|부||A|but/however|*그렇지만* 사실은|but the truth is|*그렇지만* 이미 늦었어|but it's already late|덥다. *그렇지만* 즐거워|It's hot. But I'm happy.|audio/row52_chunk1.wav|audio/row52_chunk2.wav|audio/row52_chunk3.wav
53|1163|계시다|동||A|to be/stay (honorific)|선생님이 *계시다*|the teacher is there|집에 *계세요*|stay at home (honorific)|건강히 *계십시오*|stay healthy (formal)|audio/row53_chunk1.wav|audio/row53_chunk2.wav|audio/row53_chunk3.wav
54|1189|가볍다|형||A|to be light|가방이 *가볍다*|the bag is light|*가벼운* 마음|a light heart|발걸음이 *가볍다*|steps are light|audio/row54_chunk1.wav|audio/row54_chunk2.wav|audio/row54_chunk3.wav
55|1224|자전거|명|自轉車|A|bicycle|*자전거*를 타다|to ride a bicycle|*자전거* 여행|bicycle trip|두 발 *자전거*|two-wheeled bicycle|audio/row55_chunk1.wav|audio/row55_chunk2.wav|audio/row55_chunk3.wav
56|1230|목01|명||A|neck / throat|*목*이 아프다|throat hurts|*목*이 마르다|to be thirsty|*목*을 돌리다|to turn one's neck|audio/row56_chunk1.wav|audio/row56_chunk2.wav|audio/row56_chunk3.wav
57|1239|피우다01|동||A|to light / to smoke|담배를 *피우다*|to smoke a cigarette|불을 *피우다*|to light a fire|모닥불을 *피우다*|to light a campfire|audio/row57_chunk1.wav|audio/row57_chunk2.wav|audio/row57_chunk3.wav
58|1249|교통01|명|交通|A|transportation / traffic|대중*교통*|public transportation|*교통* 사고|traffic accident|*교통*이 편리하다|transportation is convenient|audio/row58_chunk1.wav|audio/row58_chunk2.wav|audio/row58_chunk3.wav
59|1263|불다01|동|바람이 ~|A|to blow|바람이 *불다*|the wind blows|피리를 *불다*|to play the flute|풍선을 *불다*|to blow up a balloon|audio/row59_chunk1.wav|audio/row59_chunk2.wav|audio/row59_chunk3.wav
60|1325|장소05|명|場所|A|place / location|약속 *장소*|meeting place|*장소*를 정하다|to decide a place|안전한 *장소*|safe place|audio/row60_chunk1.wav|audio/row60_chunk2.wav|audio/row60_chunk3.wav
61|1334|적다01|동|답을 ~|A|to write down|이름을 *적다*|to write down a name|메모를 *적다*|to write a memo|수첩에 *적어두다*|to jot down in a notebook|audio/row61_chunk1.wav|audio/row61_chunk2.wav|audio/row61_chunk3.wav
62|1488|인사01|명|人士|A|public figure / personage|유명 *인사*|celebrity / famous person|주요 *인사*|key figure|사회 *인사*|public figure|audio/row62_chunk1.wav|audio/row62_chunk2.wav|audio/row62_chunk3.wav
63|1517|박물관|명|博物館|A|museum|*박물관*에 가다|to go to a museum|역사 *박물관*|history museum|국립 *박물관*|national museum|audio/row63_chunk1.wav|audio/row63_chunk2.wav|audio/row63_chunk3.wav
64|1522|어서01|부||A|quickly / please|*어서* 오세요|welcome / come in quickly|*어서* 먹어라|eat quickly|*어서* 들어오세요|please come in|audio/row64_chunk1.wav|audio/row64_chunk2.wav|audio/row64_chunk3.wav
65|1598|남쪽|명|南-|A|south|*남쪽* 지방|southern region|*남쪽*으로 가다|to go south|따뜻한 *남쪽*|warm south|audio/row65_chunk1.wav|audio/row65_chunk2.wav|audio/row65_chunk3.wav
66|1619|부인01|명|夫人|A|wife / Mrs.|선생님의 *부인*|teacher's wife|사장님 *부인*|boss's wife|그의 *부인*|his wife|audio/row66_chunk1.wav|audio/row66_chunk2.wav|audio/row66_chunk3.wav
67|1663|바람01|의|눈이 오는 ~에|A|because of (result)|늦잠을 자는 *바람에*|because I overslept|비가 오는 *바람에*|because it rained|서두르는 *바람에*|because I rushed|audio/row67_chunk1.wav|audio/row67_chunk2.wav|audio/row67_chunk3.wav
68|1708|교회02|명|敎會|A|church|*교회*에 다니다|to go to church|*교회* 종소리|church bell ringing|일요일엔 *교회*에|to church on Sunday|audio/row68_chunk1.wav|audio/row68_chunk2.wav|audio/row68_chunk3.wav
69|1714|화06|명|~를 내다|A|anger|*화*가 나다|to be angry|*화*를 내다|to express anger|*화*가 풀리다|anger is relieved|audio/row69_chunk1.wav|audio/row69_chunk2.wav|audio/row69_chunk3.wav
70|1732|도서관|명|圖書館|A|library|학교 *도서관*|school library|*도서관*에서 빌리다|to borrow from a library|*도서관* 열람실|library reading room|audio/row70_chunk1.wav|audio/row70_chunk2.wav|audio/row70_chunk3.wav
71|1745|지하|명|地下|A|basement|*지하* 주차장|underground parking lot|*지하* 일 층|basement level 1|*지하* 상가|underground shopping mall|audio/row71_chunk1.wav|audio/row71_chunk2.wav|audio/row71_chunk3.wav
72|1781|사무실|명|事務室|A|office|*사무실* 가구|office furniture|개인 *사무실*|private office|*사무실*에 출근하다|to go to the office|audio/row72_chunk1.wav|audio/row72_chunk2.wav|audio/row72_chunk3.wav
73|1862|잡지|명|雜誌|A|magazine|패션 *잡지*|fashion magazine|*잡지*를 읽다|to read a magazine|월간 *잡지*|monthly magazine|audio/row73_chunk1.wav|audio/row73_chunk2.wav|audio/row73_chunk3.wav
74|1867|댁01|명|宅|A|house (honorific)|선생님 *댁*|teacher's house|할머니 *댁*|grandmother's house|*댁*이 어디세요?|where is your home?|audio/row74_chunk1.wav|audio/row74_chunk2.wav|audio/row74_chunk3.wav
75|1868|반갑다|형||A|to be glad|만나서 *반갑다*|glad to meet you|*반가운* 소식|welcome news|*반갑게* 맞이하다|to welcome gladly|audio/row75_chunk1.wav|audio/row75_chunk2.wav|audio/row75_chunk3.wav
76|2179|북쪽|명|北-|A|north|*북쪽* 하늘|northern sky|*북쪽*으로 향하다|to head north|추운 *북쪽*|cold north|audio/row76_chunk1.wav|audio/row76_chunk2.wav|audio/row76_chunk3.wav
77|2181|쇠고기|명||A|beef|*쇠고기*를 굽다|to grill beef|*쇠고기* 국|beef soup|*쇠고기* 스테이크|beef steak|audio/row77_chunk1.wav|audio/row77_chunk2.wav|audio/row77_chunk3.wav
78|2329|경찰관|명|警察官|A|police officer|*경찰관*이 되다|to become a police officer|*경찰관* 아저씨|policeman|*경찰관*에게 신고하다|to report to a police officer|audio/row78_chunk1.wav|audio/row78_chunk2.wav|audio/row78_chunk3.wav
79|2434|군인|명|軍人|A|soldier|*군인*이 되다|to become a soldier|늠름한 *군인*|gallant soldier|*군인* 아저씨|soldier mister|audio/row79_chunk1.wav|audio/row79_chunk2.wav|audio/row79_chunk3.wav
80|2457|치마01|명||A|skirt|*치마*를 입다|to wear a skirt|짧은 *치마*|short skirt|긴 *치마*|long skirt|audio/row80_chunk1.wav|audio/row80_chunk2.wav|audio/row80_chunk3.wav
81|2465|깎다|동||A|to cut / to peel / to discount|사과를 *깎다*|to peel an apple|머리를 *깎다*|to cut hair|값을 *깎다*|to cut the price|audio/row81_chunk1.wav|audio/row81_chunk2.wav|audio/row81_chunk3.wav
82|2466|다리02|명|교량|A|bridge|*다리*를 건너다|to cross a bridge|큰 *다리*|big bridge|한강 *다리*|Han River bridge|audio/row82_chunk1.wav|audio/row82_chunk2.wav|audio/row82_chunk3.wav
83|2534|운동장|명|運動場|A|playground|*운동장*에서 놀다|to play on the playground|넓은 *운동장*|wide playground|학교 *운동장*|school playground|audio/row83_chunk1.wav|audio/row83_chunk2.wav|audio/row83_chunk3.wav
84|2569|동쪽|명|東-|A|east|*동쪽* 하늘|eastern sky|*동쪽*으로 가다|to go east|해 뜨는 *동쪽*|east where the sun rises|audio/row84_chunk1.wav|audio/row84_chunk2.wav|audio/row84_chunk3.wav
85|2603|요즈음|명||A|these days|*요즈음* 날씨|the weather these days|*요즈음* 어때?|how are you these days?|*요즈음* 바빠요|I am busy lately|audio/row85_chunk1.wav|audio/row85_chunk2.wav|audio/row85_chunk3.wav
86|2659|안경03|명|眼鏡|A|glasses|*안경*을 쓰다|to wear glasses|*안경*을 맞추다|to get glasses made|*안경*을 벗다|to take off glasses|audio/row86_chunk1.wav|audio/row86_chunk2.wav|audio/row86_chunk3.wav
87|2705|구경01|명||A|sightseeing|꽃 *구경*|flower viewing|*구경*을 가다|to go sightseeing|사람 *구경*|people watching|audio/row87_chunk1.wav|audio/row87_chunk2.wav|audio/row87_chunk3.wav
88|2803|생선|명|生鮮|A|fish|*생선*을 굽다|to grill fish|*생선* 찌개|fish stew|신선한 *생선*|fresh fish|audio/row88_chunk1.wav|audio/row88_chunk2.wav|audio/row88_chunk3.wav
89|2812|지우다01|동|낙서를 ~|A|to erase|글씨를 *지우다*|to erase writing|화장을 *지우다*|to remove makeup|칠판을 *지웠다*|erased the blackboard|audio/row89_chunk1.wav|audio/row89_chunk2.wav|audio/row89_chunk3.wav
90|2887|교과서|명|敎科書|A|textbook|수학 *교과서*|math textbook|*교과서*를 읽다|to read a textbook|*교과서* 위주로|based on textbooks|audio/row90_chunk1.wav|audio/row90_chunk2.wav|audio/row90_chunk3.wav
91|2932|식탁|명|食卓|A|dining table|*식탁*을 차리다|to set the table|*식탁*에 앉다|to sit at the table|나무 *식탁*|wooden dining table|audio/row91_chunk1.wav|audio/row91_chunk2.wav|audio/row91_chunk3.wav
92|2970|안되다01|동|공부가 ~|A|to not work out|일이 *안되다*|work is not going well|공부가 잘 *안된다*|studies aren't going well|얼굴이 *안됐네*|you look unwell|audio/row92_chunk1.wav|audio/row92_chunk2.wav|audio/row92_chunk3.wav
93|3152|서쪽|명|西-|A|west|*서쪽* 바다|western sea|*서쪽*으로 지다|to set in the west|*서쪽* 하늘|western sky|audio/row93_chunk1.wav|audio/row93_chunk2.wav|audio/row93_chunk3.wav
94|3287|여학생|명|女學生|A|female student|고등학교 *여학생*|high school girl|친절한 *여학생*|kind female student|*여학생* 교복|female student uniform|audio/row94_chunk1.wav|audio/row94_chunk2.wav|audio/row94_chunk3.wav
95|3703|연필|명|鉛筆|A|pencil|*연필*로 쓰다|to write with a pencil|*연필*을 깎다|to sharpen a pencil|진한 *연필*|dark pencil|audio/row95_chunk1.wav|audio/row95_chunk2.wav|audio/row95_chunk3.wav
96|3707|운전02|명|運轉|A|driving|음주 *운전*|drunk driving|*운전* 면허증|driver's license|*운전*을 배우다|to learn driving|audio/row96_chunk1.wav|audio/row96_chunk2.wav|audio/row96_chunk3.wav
97|3808|목욕|명|沐浴|A|bath|*목욕*을 하다|to take a bath|*목욕* 가방|bath bag|매일 *목욕*해요|taking a bath every day|audio/row97_chunk1.wav|audio/row97_chunk2.wav|audio/row97_chunk3.wav
98|3894|친절하다|형|親切-|A|to be kind|사람들이 *친절하다*|people are kind|*친절한* 안내|kind guidance|*친절하게* 대하다|to treat kindly|audio/row98_chunk1.wav|audio/row98_chunk2.wav|audio/row98_chunk3.wav
99|3924|먹다02|보|잊어 ~|A|to do (auxiliary)|잊어 *먹다*|to completely forget|빌려 *먹다*|to borrow (and consume)|욕을 얻어 *먹다*|to be cursed at|audio/row99_chunk1.wav|audio/row99_chunk2.wav|audio/row99_chunk3.wav
100|4142|여권02|명|旅券|A|passport|*여권*을 만들다|to make a passport|*여권* 사진|passport photo|*여권* 만료|passport expiration|audio/row100_chunk1.wav|audio/row100_chunk2.wav|audio/row100_chunk3.wav
101|4143|열쇠|명||A|key|방 *열쇠*|room key|*열쇠*로 열다|to open with a key|차 *열쇠*|car key|audio/row101_chunk1.wav|audio/row101_chunk2.wav|audio/row101_chunk3.wav
102|4776|기숙사|명|寄宿舍|A|dormitory|학교 *기숙사*|school dorm|*기숙사* 생활|dorm life|*기숙사*에 살다|to live in a dorm|audio/row102_chunk1.wav|audio/row102_chunk2.wav|audio/row102_chunk3.wav
103|4836|주소01|명|住所|A|address|집 *주소*|home address|*주소*를 쓰다|to write an address|*주소*가 바뀌다|the address has changed|audio/row103_chunk1.wav|audio/row103_chunk2.wav|audio/row103_chunk3.wav
104|5088|달력|명|-曆|A|calendar|*달력*을 보다|to look at a calendar|탁상 *달력*|desk calendar|새해 *달력*|new year calendar|audio/row104_chunk1.wav|audio/row104_chunk2.wav|audio/row104_chunk3.wav
105|5121|소풍02|명|逍風|A|picnic|가을 *소풍*|autumn picnic|*소풍*을 가다|to go on a picnic|*소풍* 도시락|picnic lunch box|audio/row105_chunk1.wav|audio/row105_chunk2.wav|audio/row105_chunk3.wav
106|5201|똑바로|부||A|straight|*똑바로* 앉다|to sit up straight|*똑바로* 가다|to go straight|*똑바로* 서다|to stand straight|audio/row106_chunk1.wav|audio/row106_chunk2.wav|audio/row106_chunk3.wav
107|5229|서점03|명|書店|A|bookstore|중고 *서점*|used bookstore|*서점*에서 살다|to live at the bookstore|대형 *서점*|large bookstore|audio/row107_chunk1.wav|audio/row107_chunk2.wav|audio/row107_chunk3.wav
108|5452|경치02|명|景致|A|scenery|*경치*가 좋다|the scenery is good|아름다운 *경치*|beautiful scenery|*경치*를 구경하다|to see the sights|audio/row108_chunk1.wav|audio/row108_chunk2.wav|audio/row108_chunk3.wav
109|5791|우체국|명|郵遞局|A|post office|*우체국*에 가다|to go to the post office|근처 *우체국*|nearby post office|*우체국* 택배|post office parcel service|audio/row109_chunk1.wav|audio/row109_chunk2.wav|audio/row109_chunk3.wav
110|5883|대사관|명|大使館|A|embassy|한국 *대사관*|Korean Embassy|*대사관*에 가다|to go to the embassy|미국 *대사관*|US Embassy|audio/row110_chunk1.wav|audio/row110_chunk2.wav|audio/row110_chunk3.wav
111|5966|정류장|명|停留場|A|bus stop|버스 *정류장*|bus stop|*정류장*에서 기다리다|to wait at the stop|다음 *정류장*|next stop|audio/row111_chunk1.wav|audio/row111_chunk2.wav|audio/row111_chunk3.wav
112|6108|오래간만|명||A|long time|*오래간만*에 만나다|to meet after a long time|*오래간만*의 인사|greeting after a long time|*오래간만*이라 반갑다|glad because it's been a long time|audio/row112_chunk1.wav|audio/row112_chunk2.wav|audio/row112_chunk3.wav
113|6878|잡수시다|동||A|to eat (honorific)|맛있게 *잡수시다*|to eat deliciously|많이 *잡수세요*|please eat a lot|저녁을 *잡수셨어요*?|have you eaten dinner?|audio/row113_chunk1.wav|audio/row113_chunk2.wav|audio/row113_chunk3.wav
114|7129|초대06|명|招待|A|invitation|*초대*를 받다|to receive an invitation|생일 *초대*|birthday invitation|*초대*에 감사하다|to thank for the invitation|audio/row114_chunk1.wav|audio/row114_chunk2.wav|audio/row114_chunk3.wav
115|7270|사전22|명|辭典|A|dictionary|전자 *사전*|electronic dictionary|*사전*을 찾다|to look up in a dictionary|국어 *사전*|Korean dictionary|audio/row115_chunk1.wav|audio/row115_chunk2.wav|audio/row115_chunk3.wav
116|7649|치약|명|齒藥|A|toothpaste|*치약*을 짜다|to squeeze toothpaste|매운 *치약*|spicy toothpaste|*치약*과 칫솔|toothpaste and toothbrush|audio/row116_chunk1.wav|audio/row116_chunk2.wav|audio/row116_chunk3.wav
117|8329|노란색|명|-色|A|yellow|*노란색* 옷|yellow clothes|*노란색* 꽃|yellow flower|*노란색*으로 칠하다|to paint in yellow|audio/row117_chunk1.wav|audio/row117_chunk2.wav|audio/row117_chunk3.wav
118|8589|칫솔|명|齒-|A|toothbrush|*칫솔*을 바꾸다|to change a toothbrush|부드러운 *칫솔*|soft toothbrush|*칫솔*에 치약을 짜다|to squeeze toothpaste onto a toothbrush|audio/row118_chunk1.wav|audio/row118_chunk2.wav|audio/row118_chunk3.wav
119|8672|공중전화|명|公衆電話|A|public phone|*공중전화* 박스|public phone booth|*공중전화*를 걸다|to make a call from a public phone|추억의 *공중전화*|nostalgic public phone|audio/row119_chunk1.wav|audio/row119_chunk2.wav|audio/row119_chunk3.wav
120|8809|세탁기|명|洗濯機|A|washing machine|*세탁기*를 돌리다|to run the washing machine|드럼 *세탁기*|drum-style washing machine|*세탁기*가 고장 나다|the washing machine is broken|audio/row120_chunk1.wav|audio/row120_chunk2.wav|audio/row120_chunk3.wav
121|9466|공휴일|명|公休日|A|public holiday|법정 *공휴일*|statutory holiday|*공휴일*은 쉽니다|closed on public holidays|내일은 *공휴일*이다|tomorrow is a public holiday|audio/row121_chunk1.wav|audio/row121_chunk2.wav|audio/row121_chunk3.wav
122|9548|마흔|수||A|forty|나이 *마흔*|forty years old|*마흔* 명의 학생|forty students|*마흔* 살|forty years old|audio/row122_chunk1.wav|audio/row122_chunk2.wav|audio/row122_chunk3.wav
123|10274|청바지|명|靑-|A|jeans|*청바지*를 입다|to wear jeans|낡은 *청바지*|worn-out jeans|편한 *청바지*|comfortable jeans|audio/row123_chunk1.wav|audio/row123_chunk2.wav|audio/row123_chunk3.wav
124|10833|칠판|명|漆板|A|blackboard|*칠판*을 닦다|to erase the blackboard|*칠판*에 쓰다|to write on the blackboard|*칠판*을 보다|to look at the blackboard|audio/row124_chunk1.wav|audio/row124_chunk2.wav|audio/row124_chunk3.wav
