53	계시다	to be/stay (honorific)	선생님이 *계시다*|집에 *계세요*|건강히 *계십시오*	the teacher is there|stay at home (honorific)|stay healthy (formal)	[sound::row53_chunk1.wav]|[sound:row53_chunk2.wav]|[sound:row53_chunk3.wav]
54	가볍다	to be light	가방이 *가볍다*|*가벼운* 마음|발걸음이 *가볍다*	the bag is light|a light heart|steps are light	[sound::row54_chunk1.wav]|[sound:row54_chunk2.wav]|[sound:row54_chunk3.wav]
55	자전거	bicycle	*자전거*를 타다|*자전거* 여행|두 발 *자전거*	to ride a bicycle|bicycle trip|two-wheeled bicycle	[sound::row55_chunk1.wav]|[sound:row55_chunk2.wav]|[sound:row55_chunk3.wav]
56	목	neck / throat	*목*이 아프다|*목*이 마르다|*목*을 돌리다	throat hurts|to be thirsty|to turn one's neck	[sound::row56_chunk1.wav]|[sound:row56_chunk2.wav]|[sound:row56_chunk3.wav]
57	피우다	to light / to smoke	담배를 *피우다*|불을 *피우다*|모닥불을 *피우다*	to smoke a cigarette|to light a fire|to light a campfire	[sound::row57_chunk1.wav]|[sound:row57_chunk2.wav]|[sound:row57_chunk3.wav]
58	교통	transportation / traffic	대중*교통*|*교통* 사고|*교통*이 편리하다	public transportation|traffic accident|transportation is convenient	[sound::row58_chunk1.wav]|[sound:row58_chunk2.wav]|[sound:row58_chunk3.wav]
59	불다	to blow	바람이 *불다*|피리를 *불다*|풍선을 *불다*	the wind blows|to play the flute|to blow up a balloon	[sound::row59_chunk1.wav]|[sound:row59_chunk2.wav]|[sound:row59_chunk3.wav]
60	장소	place / location	약속 *장소*|*장소*를 정하다|안전한 *장소*	meeting place|to decide a place|safe place	[sound::row60_chunk1.wav]|[sound:row60_chunk2.wav]|[sound:row60_chunk3.wav]
61	적다	to write down	이름을 *적다*|메모를 *적다*|수첩에 *적어두다*	to write down a name|to write a memo|to jot down in a notebook	[sound::row61_chunk1.wav]|[sound:row61_chunk2.wav]|[sound:row61_chunk3.wav]
62	인사	public figure / personage	유명 *인사*|주요 *인사*|사회 *인사*	celebrity / famous person|key figure|public figure	[sound::row62_chunk1.wav]|[sound:row62_chunk2.wav]|[sound:row62_chunk3.wav]
63	박물관	museum	*박물관*에 가다|역사 *박물관*|국립 *박물관*	to go to a museum|history museum|national museum	[sound::row63_chunk1.wav]|[sound:row63_chunk2.wav]|[sound:row63_chunk3.wav]
64	어서	quickly / please	*어서* 오세요|*어서* 먹어라|*어서* 들어오세요	welcome / come in quickly|eat quickly|please come in	[sound::row64_chunk1.wav]|[sound:row64_chunk2.wav]|[sound:row64_chunk3.wav]
65	남쪽	south	*남쪽* 지방|*남쪽*으로 가다|따뜻한 *남쪽*	southern region|to go south|warm south	[sound::row65_chunk1.wav]|[sound:row65_chunk2.wav]|[sound:row65_chunk3.wav]
66	부인	wife / Mrs.	선생님의 *부인*|사장님 *부인*|그의 *부인*	teacher's wife|boss's wife|his wife	[sound::row66_chunk1.wav]|[sound:row66_chunk2.wav]|[sound:row66_chunk3.wav]
67	바람	because of (result)	늦잠을 자는 *바람에*|비가 오는 *바람에*|서두르는 *바람에*	because I overslept|because it rained|because I rushed	[sound::row67_chunk1.wav]|[sound:row67_chunk2.wav]|[sound:row67_chunk3.wav]
68	교회	church	*교회*에 다니다|*교회* 종소리|일요일엔 *교회*에	to go to church|church bell ringing|to church on Sunday	[sound::row68_chunk1.wav]|[sound:row68_chunk2.wav]|[sound:row68_chunk3.wav]
69	화	anger	*화*가 나다|*화*를 내다|*화*가 풀리다	to be angry|to express anger|anger is relieved	[sound::row69_chunk1.wav]|[sound:row69_chunk2.wav]|[sound:row69_chunk3.wav]
70	도서관	library	학교 *도서관*|*도서관*에서 빌리다|*도서관* 열람실	school library|to borrow from a library|library reading room	[sound::row70_chunk1.wav]|[sound:row70_chunk2.wav]|[sound:row70_chunk3.wav]
71	지하	basement	*지하* 주차장|*지하* 일 층|*지하* 상가	underground parking lot|basement level 1|underground shopping mall	[sound::row71_chunk1.wav]|[sound:row71_chunk2.wav]|[sound:row71_chunk3.wav]
72	사무실	office	*사무실* 가구|개인 *사무실*|*사무실*에 출근하다	office furniture|private office|to go to the office	[sound::row72_chunk1.wav]|[sound:row72_chunk2.wav]|[sound:row72_chunk3.wav]
73	잡지	magazine	패션 *잡지*|*잡지*를 읽다|월간 *잡지*	fashion magazine|to read a magazine|monthly magazine	[sound::row73_chunk1.wav]|[sound:row73_chunk2.wav]|[sound:row73_chunk3.wav]
74	댁	house (honorific)	선생님 *댁*|할머니 *댁*|*댁*이 어디세요?	teacher's house|grandmother's house|where is your home?	[sound::row74_chunk1.wav]|[sound:row74_chunk2.wav]|[sound:row74_chunk3.wav]
75	반갑다	to be glad	만나서 *반갑다*|*반가운* 소식|*반갑게* 맞이하다	glad to meet you|welcome news|to welcome gladly	[sound::row75_chunk1.wav]|[sound:row75_chunk2.wav]|[sound:row75_chunk3.wav]
76	북쪽	north	*북쪽* 하늘|*북쪽*으로 향하다|추운 *북쪽*	northern sky|to head north|cold north	[sound::row76_chunk1.wav]|[sound:row76_chunk2.wav]|[sound:row76_chunk3.wav]
77	쇠고기	beef	*쇠고기*를 굽다|*쇠고기* 국|*쇠고기* 스테이크	to grill beef|beef soup|beef steak	[sound::row77_chunk1.wav]|[sound:row77_chunk2.wav]|[sound:row77_chunk3.wav]
78	경찰관	police officer	*경찰관*이 되다|*경찰관* 아저씨|*경찰관*에게 신고하다	to become a police officer|policeman|to report to a police officer	[sound::row78_chunk1.wav]|[sound:row78_chunk2.wav]|[sound:row78_chunk3.wav]
79	군인	soldier	*군인*이 되다|늠름한 *군인*|*군인* 아저씨	to become a soldier|gallant soldier|soldier mister	[sound::row79_chunk1.wav]|[sound:row79_chunk2.wav]|[sound:row79_chunk3.wav]
80	치마	skirt	*치마*를 입다|짧은 *치마*|긴 *치마*	to wear a skirt|short skirt|long skirt	[sound::row80_chunk1.wav]|[sound:row80_chunk2.wav]|[sound:row80_chunk3.wav]
81	깎다	to cut / to peel / to discount	사과를 *깎다*|머리를 *깎다*|값을 *깎다*	to peel an apple|to cut hair|to cut the price	[sound::row81_chunk1.wav]|[sound:row81_chunk2.wav]|[sound:row81_chunk3.wav]
82	다리	bridge	*다리*를 건너다|큰 *다리*|한강 *다리*	to cross a bridge|big bridge|Han River bridge	[sound::row82_chunk1.wav]|[sound:row82_chunk2.wav]|[sound:row82_chunk3.wav]
83	운동장	playground	*운동장*에서 놀다|넓은 *운동장*|학교 *운동장*	to play on the playground|wide playground|school playground	[sound::row83_chunk1.wav]|[sound:row83_chunk2.wav]|[sound:row83_chunk3.wav]
84	동쪽	east	*동쪽* 하늘|*동쪽*으로 가다|해 뜨는 *동쪽*	eastern sky|to go east|east where the sun rises	[sound::row84_chunk1.wav]|[sound:row84_chunk2.wav]|[sound:row84_chunk3.wav]
85	요즈음	these days	*요즈음* 날씨|*요즈음* 어때?|*요즈음* 바빠요	the weather these days|how are you these days?|I am busy lately	[sound::row85_chunk1.wav]|[sound:row85_chunk2.wav]|[sound:row85_chunk3.wav]
86	안경	glasses	*안경*을 쓰다|*안경*을 맞추다|*안경*을 벗다	to wear glasses|to get glasses made|to take off glasses	[sound::row86_chunk1.wav]|[sound:row86_chunk2.wav]|[sound:row86_chunk3.wav]
87	구경	sightseeing	꽃 *구경*|*구경*을 가다|사람 *구경*	flower viewing|to go sightseeing|people watching	[sound::row87_chunk1.wav]|[sound:row87_chunk2.wav]|[sound:row87_chunk3.wav]
88	생선	fish	*생선*을 굽다|*생선* 찌개|신선한 *생선*	to grill fish|fish stew|fresh fish	[sound::row88_chunk1.wav]|[sound:row88_chunk2.wav]|[sound:row88_chunk3.wav]
89	지우다	to erase	글씨를 *지우다*|화장을 *지우다*|칠판을 *지웠다*	to erase writing|to remove makeup|erased the blackboard	[sound::row89_chunk1.wav]|[sound:row89_chunk2.wav]|[sound:row89_chunk3.wav]
90	교과서	textbook	수학 *교과서*|*교과서*를 읽다|*교과서* 위주로	math textbook|to read a textbook|based on textbooks	[sound::row90_chunk1.wav]|[sound:row90_chunk2.wav]|[sound:row90_chunk3.wav]
91	식탁	dining table	*식탁*을 차리다|*식탁*에 앉다|나무 *식탁*	to set the table|to sit at the table|wooden dining table	[sound::row91_chunk1.wav]|[sound:row91_chunk2.wav]|[sound:row91_chunk3.wav]
92	안되다	to not work out	일이 *안되다*|공부가 잘 *안된다*|얼굴이 *안됐네*	work is not going well|studies aren't going well|you look unwell	[sound::row92_chunk1.wav]|[sound:row92_chunk2.wav]|[sound:row92_chunk3.wav]
93	서쪽	west	*서쪽* 바다|*서쪽*으로 지다|*서쪽* 하늘	western sea|to set in the west|western sky	[sound::row93_chunk1.wav]|[sound:row93_chunk2.wav]|[sound:row93_chunk3.wav]
94	여학생	female student	고등학교 *여학생*|친절한 *여학생*|*여학생* 교복	high school girl|kind female student|female student uniform	[sound::row94_chunk1.wav]|[sound:row94_chunk2.wav]|[sound:row94_chunk3.wav]
95	연필	pencil	*연필*로 쓰다|*연필*을 깎다|진한 *연필*	to write with a pencil|to sharpen a pencil|dark pencil	[sound::row95_chunk1.wav]|[sound:row95_chunk2.wav]|[sound:row95_chunk3.wav]
96	운전	driving	음주 *운전*|*운전* 면허증|*운전*을 배우다	drunk driving|driver's license|to learn driving	[sound::row96_chunk1.wav]|[sound:row96_chunk2.wav]|[sound:row96_chunk3.wav]
97	목욕	bath	*목욕*을 하다|*목욕* 가방|매일 *목욕*해요	to take a bath|bath bag|taking a bath every day	[sound::row97_chunk1.wav]|[sound:row97_chunk2.wav]|[sound:row97_chunk3.wav]
98	친절하다	to be kind	사람들이 *친절하다*|*친절한* 안내|*친절하게* 대하다	people are kind|kind guidance|to treat kindly	[sound::row98_chunk1.wav]|[sound:row98_chunk2.wav]|[sound:row98_chunk3.wav]
99	먹다	to do (auxiliary)	잊어 *먹다*|빌려 *먹다*|욕을 얻어 *먹다*	to completely forget|to borrow (and consume)|to be cursed at	[sound::row99_chunk1.wav]|[sound:row99_chunk2.wav]|[sound:row99_chunk3.wav]
100	여권	passport	*여권*을 만들다|*여권* 사진|*여권* 만료	to make a passport|passport photo|passport expiration	[sound::row100_chunk1.wav]|[sound:row100_chunk2.wav]|[sound:row100_chunk3.wav]
101	열쇠	key	방 *열쇠*|*열쇠*로 열다|차 *열쇠*	room key|to open with a key|car key	[sound::row101_chunk1.wav]|[sound:row101_chunk2.wav]|[sound:row101_chunk3.wav]
102	기숙사	dormitory	학교 *기숙사*|*기숙사* 생활|*기숙사*에 살다	school dorm|dorm life|to live in a dorm	[sound::row102_chunk1.wav]|[sound:row102_chunk2.wav]|[sound:row102_chunk3.wav]
103	주소	address	집 *주소*|*주소*를 쓰다|*주소*가 바뀌다	home address|to write an address|the address has changed	[sound::row103_chunk1.wav]|[sound:row103_chunk2.wav]|[sound:row103_chunk3.wav]
104	달력	calendar	*달력*을 보다|탁상 *달력*|새해 *달력*	to look at a calendar|desk calendar|new year calendar	[sound::row104_chunk1.wav]|[sound:row104_chunk2.wav]|[sound:row104_chunk3.wav]
105	소풍	picnic	가을 *소풍*|*소풍*을 가다|*소풍* 도시락	autumn picnic|to go on a picnic|picnic lunch box	[sound::row105_chunk1.wav]|[sound:row105_chunk2.wav]|[sound:row105_chunk3.wav]
106	똑바로	straight	*똑바로* 앉다|*똑바로* 가다|*똑바로* 서다	to sit up straight|to go straight|to stand straight	[sound::row106_chunk1.wav]|[sound:row106_chunk2.wav]|[sound:row106_chunk3.wav]
107	서점	bookstore	중고 *서점*|*서점*에서 살다|대형 *서점*	used bookstore|to live at the bookstore|large bookstore	[sound::row107_chunk1.wav]|[sound:row107_chunk2.wav]|[sound:row107_chunk3.wav]
108	경치	scenery	*경치*가 좋다|아름다운 *경치*|*경치*를 구경하다	the scenery is good|beautiful scenery|to see the sights	[sound::row108_chunk1.wav]|[sound:row108_chunk2.wav]|[sound:row108_chunk3.wav]
109	우체국	post office	*우체국*에 가다|근처 *우체국*|*우체국* 택배	to go to the post office|nearby post office|post office parcel service	[sound::row109_chunk1.wav]|[sound:row109_chunk2.wav]|[sound:row109_chunk3.wav]
110	대사관	embassy	한국 *대사관*|*대사관*에 가다|미국 *대사관*	Korean Embassy|to go to the embassy|US Embassy	[sound::row110_chunk1.wav]|[sound:row110_chunk2.wav]|[sound:row110_chunk3.wav]
111	정류장	bus stop	버스 *정류장*|*정류장*에서 기다리다|다음 *정류장*	bus stop|to wait at the stop|next stop	[sound::row111_chunk1.wav]|[sound:row111_chunk2.wav]|[sound:row111_chunk3.wav]
112	오래간만	long time	*오래간만*에 만나다|*오래간만*의 인사|*오래간만*이라 반갑다	to meet after a long time|greeting after a long time|glad because it's been a long time	[sound::row112_chunk1.wav]|[sound:row112_chunk2.wav]|[sound:row112_chunk3.wav]
113	잡수시다	to eat (honorific)	맛있게 *잡수시다*|많이 *잡수세요*|저녁을 *잡수셨어요*?	to eat deliciously|please eat a lot|have you eaten dinner?	[sound::row113_chunk1.wav]|[sound:row113_chunk2.wav]|[sound:row113_chunk3.wav]
114	초대	invitation	*초대*를 받다|생일 *초대*|*초대*에 감사하다	to receive an invitation|birthday invitation|to thank for the invitation	[sound::row114_chunk1.wav]|[sound:row114_chunk2.wav]|[sound:row114_chunk3.wav]
115	사전	dictionary	전자 *사전*|*사전*을 찾다|국어 *사전*	electronic dictionary|to look up in a dictionary|Korean dictionary	[sound::row115_chunk1.wav]|[sound:row115_chunk2.wav]|[sound:row115_chunk3.wav]
116	치약	toothpaste	*치약*을 짜다|매운 *치약*|*치약*과 칫솔	to squeeze toothpaste|spicy toothpaste|toothpaste and toothbrush	[sound::row116_chunk1.wav]|[sound:row116_chunk2.wav]|[sound:row116_chunk3.wav]
117	노란색	yellow	*노란색* 옷|*노란색* 꽃|*노란색*으로 칠하다	yellow clothes|yellow flower|to paint in yellow	[sound::row117_chunk1.wav]|[sound:row117_chunk2.wav]|[sound:row117_chunk3.wav]
118	칫솔	toothbrush	*칫솔*을 바꾸다|부드러운 *칫솔*|*칫솔*에 치약을 짜다	to change a toothbrush|soft toothbrush|to squeeze toothpaste onto a toothbrush	[sound::row118_chunk1.wav]|[sound:row118_chunk2.wav]|[sound:row118_chunk3.wav]
119	공중전화	public phone	*공중전화* 박스|*공중전화*를 걸다|추억의 *공중전화*	public phone booth|to make a call from a public phone|nostalgic public phone	[sound::row119_chunk1.wav]|[sound:row119_chunk2.wav]|[sound:row119_chunk3.wav]
120	세탁기	washing machine	*세탁기*를 돌리다|드럼 *세탁기*|*세탁기*가 고장 나다	to run the washing machine|drum-style washing machine|the washing machine is broken	[sound::row120_chunk1.wav]|[sound:row120_chunk2.wav]|[sound:row120_chunk3.wav]
121	공휴일	public holiday	법정 *공휴일*|*공휴일*은 쉽니다|내일은 *공휴일*이다	statutory holiday|closed on public holidays|tomorrow is a public holiday	[sound::row121_chunk1.wav]|[sound:row121_chunk2.wav]|[sound:row121_chunk3.wav]
122	마흔	forty	나이 *마흔*|*마흔* 명의 학생|*마흔* 살	forty years old|forty students|forty years old	[sound::row122_chunk1.wav]|[sound:row122_chunk2.wav]|[sound:row122_chunk3.wav]
123	청바지	jeans	*청바지*를 입다|낡은 *청바지*|편한 *청바지*	to wear jeans|worn-out jeans|comfortable jeans	[sound::row123_chunk1.wav]|[sound:row123_chunk2.wav]|[sound:row123_chunk3.wav]
124	칠판	blackboard	*칠판*을 닦다|*칠판*에 쓰다|*칠판*을 보다	to erase the blackboard|to write on the blackboard|to look at the blackboard	[sound::row124_chunk1.wav]|[sound:row124_chunk2.wav]|[sound:row124_chunk3.wav]
125	지우개	eraser	*지우개*로 지우다|부드러운 *지우개*|*지우개* 똥	to erase with an eraser|soft eraser|eraser crumbs	[sound::row125_chunk1.wav]|[sound:row125_chunk2.wav]|[sound:row125_chunk3.wav]
126	서른	thirty	*서른* 살|나이 *서른*|*서른* 명	thirty years old|the age of thirty|thirty people	[sound::row126_chunk1.wav]|[sound:row126_chunk2.wav]|[sound:row126_chunk3.wav]
127	장미	rose	빨간 *장미*|*장미* 한 송이|*장미* 꽃다발	red rose|a single rose|bouquet of roses	[sound::row127_chunk1.wav]|[sound:row127_chunk2.wav]|[sound:row127_chunk3.wav]
128	파란색	blue color	*파란색* 바다|*파란색* 셔츠|*파란색*으로 그리다	blue sea|blue shirt|to draw in blue	[sound::row128_chunk1.wav]|[sound:row128_chunk2.wav]|[sound:row128_chunk3.wav]
129	여든	eighty	나이 *여든*|*여든* 살|*여든* 명	eighty years old|eighty years old|eighty people	[sound::row129_chunk1.wav]|[sound:row129_chunk2.wav]|[sound:row129_chunk3.wav]
